titel1,titel2,titel3,titel4,frage,antwort
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","02 Einsatzbereiche für IT-Systeme identifizieren können","Netzwerkgeräte","Switches","Warum sind Unmanaged Switches oft einfacher zu bedienen?","Weil sie keine Konfiguration erfordern und sofort nach dem Anschließen einsatzbereit sind (Plug-and-Play)."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","02 Einsatzbereiche für IT-Systeme identifizieren können","Netzwerkgeräte","Firewalls","Was ist ein Intrusion Detection System (IDS)?","Ein Intrusion Detection System (IDS) ist ein System, das verdächtige Aktivitäten oder Verstöße gegen die Sicherheitspolitik in einem Netzwerk erkennt und meldet."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","02 Einsatzbereiche für IT-Systeme identifizieren können","Netzwerkgeräte","Firewalls","Wie arbeitet ein IDS mit einer Firewall zusammen?","Ein IDS arbeitet mit einer Firewall zusammen, indem es ungewöhnlichen oder verdächtigen Netzwerkverkehr identifiziert und die Firewall informiert, die dann entsprechend reagieren und den Verkehr blockieren kann."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","02 Einsatzbereiche für IT-Systeme identifizieren können","Netzwerkgeräte","Firewalls","Welches System ergänzt das Intrusion Detection System, indem es aktiv in den Netzwerkverkehr eingreift und Angriffe unterbindet?","Das Intrusion Prevention System (IPS)."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","02 Einsatzbereiche für IT-Systeme identifizieren können","Netzwerkgeräte","Firewalls","Was ist eine Web Application Firewall (WAF)?","Eine WAF ist eine spezialisierte Firewall, die Webanwendungen vor Angriffen schützt."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","02 Einsatzbereiche für IT-Systeme identifizieren können","Netzwerkgeräte","Firewalls","Was macht eine Web Application Firewall (WAF)?","Eine WAF überwacht und filtert HTTP-Anfragen zu Webanwendungen."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","02 Einsatzbereiche für IT-Systeme identifizieren können","Netzwerkgeräte","Firewalls","Vor welchen Angriffen schützt eine WAF?","Eine WAF schützt Webanwendungen vor gängigen Angriffen wie Cross-Site Scripting (XSS) und SQL-Injection."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","02 Einsatzbereiche für IT-Systeme identifizieren können","Netzwerkgeräte","Access Points","Was ist Roaming in einem WLAN-Netzwerk?","Roaming in einem WLAN-Netzwerk ermöglicht es einem Gerät, nahtlos von einem Access Point (AP) zum anderen zu wechseln, um die Verbindung aufrechtzuerhalten."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","02 Einsatzbereiche für IT-Systeme identifizieren können","Netzwerkgeräte","Access Points","Warum wird Roaming in einem großen WLAN-Netzwerk verwendet?","Roaming wird in großen WLAN-Netzwerken verwendet, um eine kontinuierliche Verbindung zu gewährleisten, wenn sich das Gerät im Gebäude bewegt."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","02 Einsatzbereiche für IT-Systeme identifizieren können","Netzwerkgeräte","Access Points","Beschreibe den Prozess des Roamings in einem WLAN-Netzwerk.","Bei Roaming sucht das Gerät kontinuierlich nach starken AP-Signalen in der Nähe und wechselt zu einem anderen AP, wenn das aktuelle Signal schwächer wird."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Barrierefreier Zugriff auf IT-Systeme","","Wie beeinflusst die Barrierefreiheit die Benutzerfreundlichkeit eines IT-Systems?","Die Barrierefreiheit verbessert die Benutzerfreundlichkeit, indem sie sicherstellt, dass das System für eine breitere Benutzerbasis zugänglich ist. Sie fördert auch gute Designprinzipien wie klare Navigation und verständliche Inhalte, die allen Nutzern zugutekommen."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Barrierefreier Zugriff auf IT-Systeme","","Welche Technologien werden häufig verwendet, um die Barrierefreiheit für Sehbehinderte zu unterstützen?","Für Sehbehinderte werden Technologien wie Bildschirmleseprogramme, Braille-Zeilen, Vergrößerungssoftware und alternative Textbeschreibungen für Bilder verwendet. Diese Technologien ermöglichen es ihnen, Inhalte zu lesen und mit dem System zu interagieren."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Barrierefreier Zugriff auf IT-Systeme","","Wie können IT-Systeme für Menschen mit motorischen Einschränkungen zugänglich gemacht werden?","Für Menschen mit motorischen Einschränkungen können IT-Systeme durch die Verwendung von adaptiven Eingabegeräten, Spracheingabe, Tastaturkürzeln und einer sorgfältigen Gestaltung der Benutzeroberfläche, die die Verwendung von Maus und Tastatur minimiert, zugänglich gemacht werden."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Barrierefreier Zugriff auf IT-Systeme","","Was sind einige Methoden, um die Barrierefreiheit in Webdesign und -entwicklung zu fördern?","Methoden zur Förderung der Barrierefreiheit in Webdesign und -entwicklung umfassen die Einhaltung von WCAG-Richtlinien, den Einsatz von semantischem HTML, die Bereitstellung von Alternativtexten für Multimedia, die Verwendung von kontrastreichen Farben und die Überprüfung der Zugänglichkeit mit spezialisierten Tools."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Barrierefreier Zugriff auf IT-Systeme","","Welche Gesetze oder Vorschriften regeln die Barrierefreiheit in der IT in Europa?","In Europa regelt die Europäische Barrierefreiheitsrichtlinie (European Accessibility Act) die Barrierefreiheit von Produkten und Dienstleistungen. Einzelne Länder haben auch nationale Gesetze, wie das Behindertengleichstellungsgesetz (BGG) in Deutschland, die die Barrierefreiheit in der IT fördern."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Barrierefreier Zugriff auf IT-Systeme","","Was versteht man unter "barrierefreiem Zugriff" in der IT?","Barrierefreier Zugriff in der IT bedeutet, dass Systeme und Dienste so gestaltet sind, dass sie von allen Menschen, einschließlich Menschen mit Behinderungen, genutzt werden können."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Barrierefreier Zugriff auf IT-Systeme","","Warum ist barrierefreier Zugriff in der IT wichtig?","Barrierefreier Zugriff ist wichtig, um Gleichberechtigung zu fördern und sicherzustellen, dass niemand aufgrund von körperlichen oder sensorischen Einschränkungen ausgeschlossen wird."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Barrierefreier Zugriff auf IT-Systeme","","Was ist ein Bildschirmleseprogramm?","Ein Bildschirmleseprogramm ist eine Software, die den Inhalt auf dem Bildschirm in gesprochene Sprache oder Brailleschrift übersetzt."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Barrierefreier Zugriff auf IT-Systeme","","Was sind die Web Content Accessibility Guidelines (WCAG)?","Die Web Content Accessibility Guidelines (WCAG) sind Richtlinien, die darauf abzielen, das Web für Menschen mit Behinderungen zugänglicher zu machen."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Barrierefreier Zugriff auf IT-Systeme","","Warum sind die Web Content Accessibility Guidelines (WCAG) wichtig?","Sie bieten klare Standards und Kriterien für die Barrierefreiheit und dienen oft als rechtliche Grundlage in vielen Ländern."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Barrierefreier Zugriff auf IT-Systeme","","Nenne drei wichtige Bereiche, die von den WCAG-Richtlinien abgedeckt werden.","Textalternativen, Zeitgesteuerte Medien, Anpassbarkeit."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Normen, Vorschriften, Zertifikate, Kennzeichnungen","","Was sind IT-Normen?","IT-Normen sind vereinbarte Richtlinien und Spezifikationen für Produkte, Dienstleistungen und Prozesse in der IT."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Normen, Vorschriften, Zertifikate, Kennzeichnungen","","Warum sind IT-Normen wichtig in der IT-Branche?","Sie sind wichtig, um die Interoperabilität, Qualität, und Sicherheit von IT-Systemen sicherzustellen."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Normen, Vorschriften, Zertifikate, Kennzeichnungen","","Nenne ein Beispiel für eine IT-Norm im Bereich der IT-Sicherheit.","Ein Beispiel ist der ISO/IEC 27001-Standard für Informationssicherheitsmanagementsysteme."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Normen, Vorschriften, Zertifikate, Kennzeichnungen","","Was ist IEEE 802?","IEEE 802 ist eine Familie von IT-Normen für Netzwerkstandards, die von der IEEE (Institute of Electrical and Electronics Engineers) entwickelt wurde."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Normen, Vorschriften, Zertifikate, Kennzeichnungen","","Was ist UTF-8?","UTF-8 ist eine weit verbreitete Methode zur Zeichenkodierung, die fast alle menschlichen Sprachen unterstützt."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Normen, Vorschriften, Zertifikate, Kennzeichnungen","","Was bedeutet das CE-Zeichen in der IT?","CE steht für Europäische Konformität und zeigt an, dass das Produkt den geltenden europäischen Standards entspricht."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Normen, Vorschriften, Zertifikate, Kennzeichnungen","","Was bedeutet das FCC-Zeichen in der IT?","FCC steht für US-Bundeskommunikationskommission. Es zeigt an, dass das Produkt den Standards der Kommunikationskommission der USA entspricht."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Normen, Vorschriften, Zertifikate, Kennzeichnungen","","Was bedeutet das RoHS-Zeichen in der IT?","RoHS steht für Beschränkung gefährlicher Stoffe. Es zeigt an, dass das Produkt die EU-Richtlinie erfüllt, die die Verwendung bestimmter gefährlicher Stoffe in Elektro- und Elektronikgeräten einschränkt."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Normen, Vorschriften, Zertifikate, Kennzeichnungen","","Was bedeutet das Energy Star-Zeichen in der IT?","Energy Star ist ein Zeichen für Energieeffizienz. Produkte mit diesem Zeichen erfüllen bestimmte Energieeffizienzstandards."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Normen, Vorschriften, Zertifikate, Kennzeichnungen","","Warum sind Zertifikate und Kennzeichnungen in der IT wichtig?","Sie zeigen an, dass ein Produkt bestimmte Standards in Bezug auf Sicherheit, Umweltschutz und Energieverbrauch erfüllt."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Normen, Vorschriften, Zertifikate, Kennzeichnungen","","Welche Art von Standards zeigt das CE-Zeichen an?","Das CE-Zeichen zeigt an, dass das Produkt den geltenden europäischen Standards für Sicherheit, Gesundheitsschutz und Umweltschutz entspricht."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Energiekenngrößen, Wirkungsgrad","","Was sind Energiekenngrößen?","Energiekenngrößen sind spezifische Messwerte, die den Energieverbrauch und die Effizienz von Geräten und Systemen beschreiben."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Energiekenngrößen, Wirkungsgrad","","Nenne zwei Beispiele für Energiekenngrößen.","Beispiele für Energiekenngrößen sind der Wirkungsgrad und der Energieverbrauch."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Energiekenngrößen, Wirkungsgrad","","Was ist der Wirkungsgrad als Energiekenngröße?","Der Wirkungsgrad gibt an, welcher Anteil der zugeführten Energie in Nutzenergie umgewandelt wird."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Energiekenngrößen, Wirkungsgrad","","Was sagt der Energieverbrauch als Energiekenngröße aus?","Der Energieverbrauch gibt an, wie viel Energie ein Gerät oder System benötigt, um seine Funktion auszuführen."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Energiekenngrößen, Wirkungsgrad","","Wie wird der Energieverbrauch von IT-Geräten gemessen?","Der Energieverbrauch von IT-Geräten wird in Watt gemessen."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Energiekenngrößen, Wirkungsgrad","","Warum wird der Energieverbrauch von IT-Geräten oft über einen bestimmten Zeitraum betrachtet?","Um den Gesamtverbrauch in Kilowattstunden (kWh) zu berechnen."
"3. Beurteilen marktgängiger IT-Systeme und kundenspezifischer Lösungen","03 Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","Strom, Spannung, Leistung","","Was ist Strom in der Elektrotechnik?","Strom ist die Fließrate von Elektronen."
